,low,median,high
0,1.0944444444444444e-05,0.0,0.0
1,0.00034477777777777783,-0.004090111111111111,-0.010910647058823528
2,-0.008839888888888888,-0.01568016666666667,-0.010675882352941174
3,0.002362944444444445,0.003190944444444444,0.001049294117647059
4,0.0008141111111111112,-0.003744222222222222,-0.0062785882352941165
5,-0.0005608333333333333,-0.0026155555555555563,-0.006557058823529411
6,0.0038155000000000003,0.007614555555555557,0.0017823529411764704
7,0.006637666666666668,0.013453333333333331,0.010153941176470588
8,-0.0009432777777777777,0.00038533333333333356,-0.005010411764705882
9,0.001498444444444444,0.0005832222222222222,0.004007705882352941
10,-0.0026146111111111114,-0.005760555555555555,-0.006949529411764706
11,0.0036349444444444446,0.012592222222222222,0.013218235294117647
12,-0.0036141666666666666,-0.004250722222222223,-0.0036834705882352937
13,0.006714444444444444,0.011206111111111111,0.01728105882352941
14,0.004472666666666667,0.007543333333333334,0.007785294117647059
15,-0.007806944444444445,-0.01638111111111111,-0.014197058823529412
16,-0.00010972222222222233,0.0026578333333333337,0.004543529411764705
17,-0.0008382222222222223,-0.0021157222222222224,-0.007185882352941176
18,0.0048488888888888896,0.009608333333333333,0.012580058823529411
19,0.0057635555555555565,0.004939999999999999,0.00940764705882353
20,0.004283888888888889,0.00976627777777778,0.0037794117647058823
21,0.0004045,1.1111111111112585e-07,0.0065770588235294115
22,-0.000346888888888889,-0.0011405,-0.0027436470588235295
23,0.002104166666666666,0.007252388888888888,0.005369411764705882
24,0.0001583333333333333,0.0023538888888888884,-0.0025405882352941174
25,0.001268444444444444,0.0005466111111111113,0.001855176470588236
26,-0.0019693888888888894,-0.008092222222222221,-0.007185
27,-0.003734666666666667,-0.004955555555555556,-0.007619823529411764
28,0.006928611111111111,0.011829444444444445,0.010297705882352941
29,0.006326166666666667,0.010878277777777778,0.002597764705882353
30,0.0014308333333333334,-0.0002169444444444444,0.0029169411764705883
31,0.0002893333333333336,-0.00037383333333333333,0.0034258823529411766
32,-0.0006177222222222225,0.0030417777777777774,-0.002474058823529412
33,0.00311735,0.00010794444444444434,0.006518823529411764
34,-0.00027294444444444447,0.0024555000000000002,0.000953529411764706
